title,link,source,snippet,date,absolute_date
Brazilian citizen scientists see humpbacks return decades after mass killings,https://www.reuters.com/business/environment/brazilian-citizen-scientists-see-humpbacks-return-decades-after-mass-killings-2023-07-28/,Reuters,"ILHA BELA, Brazil, July 28 (Reuters) - Julio Cardoso leans over the side of a boat to photograph a humpback whale as it slaps its giant tail into the water...","Jul 28, 2023",2023-07-28
"Silo blast in southern Brazil kills at least eight, one missing",https://www.reuters.com/world/americas/least-eight-dead-after-silo-explosion-southern-brazil-2023-07-27/,Reuters,"Item 1 of 3 A general view after a series of explosions at grain silos owned by agro-industrial cooperative C. Vale, in the city of Palotina, Parana State,...","Jul 27, 2023",2023-07-27
China’s Push to Expand BRICS Membership Falters,https://www.bloomberg.com/news/articles/2023-07-28/india-brazil-push-back-against-china-over-brics-expansion,Bloomberg,India and Brazil are pushing back against a Chinese bid to rapidly expand the BRICS group of emerging markets to grow its political clout and counter the US...,"Jul 27, 2023",2023-07-27
Brazil's Vale to sell 13% stake in base-metals unit for $3.4 billion,https://www.reuters.com/markets/deals/brazils-vale-sell-13-stake-base-metals-unit-34-bln-2023-07-27/,Reuters,"Brazilian miner Vale said on Thursday it reached two separate agreements to sell a 13% stake in its base metals business for $3.4 billion, aiming to boost...","Jul 27, 2023",2023-07-27
Santander Brasil weighs on group results as Q2 net profit falls 45%,https://www.reuters.com/business/finance/santander-brasils-q2-net-profit-up-55-previous-quarter-2023-07-26/,Reuters,"Brazilian lender Santander Brasil on Wednesday reported a 45% drop in second quarter net profit, dragging on the performance of its Spanish parent.","Jul 26, 2023",2023-07-26
Brazil's postal service inks deal with Shopee to sell products to Asia,https://www.reuters.com/business/retail-consumer/brazils-postal-service-inks-deal-with-shopee-sell-products-asia-2023-07-26/,Reuters,Brazil's postal service Correios said on Wednesday it has signed an agreement with Singaporean shopping app Shopee to boost exports of Brazilian products to...,"Jul 26, 2023",2023-07-26
Santander Q2 net profit beats forecasts on Spain but Brazil weak,https://www.reuters.com/business/finance/spains-santander-q2-net-profit-rises-14-compared-same-quarter-2022-2023-07-26/,Reuters,"Spain's Santander reported robust second quarter results on Wednesday as a strong performance in Spain and other European countries, such as the UK,...","Jul 26, 2023",2023-07-26
Brazil’s Credit Rating Upgraded by Fitch on Reform Progress,https://www.bloomberg.com/news/articles/2023-07-26/brazil-s-credit-rating-upgraded-by-fitch-on-reform-progress,Bloomberg.com,Brazil's credit score was upgraded by Fitch Ratings as the emergence of a new fiscal framework stokes expectations for further reform.,"Jul 26, 2023",2023-07-26
Jefferies Opens First Brazil Office in Latin America Expansion,https://www.bloomberg.com/news/articles/2023-07-26/jefferies-opens-first-brazil-office-in-latin-america-expansion,Bloomberg.com,"Jefferies Financial Group Inc. opened an office in São Paulo, Brazil, as the investment bank pushes ahead with its expansion plans in Latin America.","Jul 26, 2023",2023-07-26
ADM Says Earnings Beat Fueled by Record Brazil Soybean Crop,https://www.bloomberg.com/news/articles/2023-07-25/trader-adm-says-earnings-beat-fueled-by-record-brazil-soy-crop,Bloomberg.com,"Archer-Daniels-Midland Co., one of the world's largest crop traders, reported earnings that blew past analyst estimates following a record soybean harvest...","Jul 25, 2023",2023-07-25
"Brazil's Eletrobras sees 2023-27 capex at up to $17 billion, eyeing M&A deals",https://www.reuters.com/business/energy/brazils-eletrobras-sees-2023-27-capex-up-17-billion-eyeing-ma-deals-2023-07-24/,Reuters,"Brazilian power company Eletrobras expects to invest between 70 billion and 80 billion reais ($16.92 billion) over the next five years, the firm said on...","Jul 24, 2023",2023-07-24
Brazil’s Oil-Rich Cities Are Revolutionizing Its Public Wealth Management,https://www.bloomberg.com/opinion/articles/2023-07-24/brazil-s-oil-rich-cities-are-revolutionizing-its-public-wealth-management,Bloomberg,"Swelling revenue from deepwater oil are giving cities such as Maricá an enviable headache: too much money to spend, and big investment decisions to make.","Jul 24, 2023",2023-07-24
Brazil’s Citrosuco Threatens Force Majeure on Some Orange Juice Supplies,https://www.bloomberg.com/news/articles/2023-07-24/brazil-s-citrosuco-threatens-force-majeure-on-some-juice-supply,Bloomberg.com,"Brazil's Citrosuco, one of the world's top orange juice producers, warned it may need to declare force majeure on supplies to some clients after disease and...","Jul 24, 2023",2023-07-24
Brazil Is Pushing the US Out of World’s Biggest Soybean Market,https://www.bloomberg.com/news/articles/2023-07-24/brazil-is-pushing-the-us-out-of-world-s-biggest-soybean-market,Bloomberg,"The world's soybean market is dominated by one major buyer: China. For years, Brazil has taken an increasingly bigger share of that trade away from the US.","Jul 24, 2023",2023-07-24
JDE Peet's buys large Brazilian coffee company,https://www.reuters.com/markets/deals/jde-peets-buys-large-brazilian-coffee-company-2023-07-24/,Reuters,"Netherlands-based JDE Peet's, one of the world's leading coffee companies, announced on Monday the acquisition of the coffee and tea operations of Brazil's JAV...","Jul 24, 2023",2023-07-24
Lula rolls back Bolsonaro's looser Brazilian gun controls,https://www.reuters.com/world/americas/lula-rolls-back-bolsonaros-looser-brazilian-gun-controls-2023-07-21/,Reuters,"BRASILIA, July 21 (Reuters) - Brazilian President Luiz Inacio Lula da Silva on Friday signed an executive order tightening civilian access to firearms in a...","Jul 21, 2023",2023-07-21
Sao Paulo governor turns heads on Brazil's right after Bolsonaro election ban,https://www.reuters.com/world/americas/sao-paulo-governor-turns-heads-brazils-right-after-bolsonaro-election-ban-2023-07-20/,Reuters,"BRASILIA, July 20 (Reuters) - The governor of Brazil's wealthiest and most populous state, Tarcisio de Freitas, has emerged as an early contender to lead...","Jul 20, 2023",2023-07-20
South America Will Pledge to End Amazon Deforestation by 2030,https://www.bloomberg.com/news/articles/2023-07-20/south-america-will-pledge-to-end-amazon-deforestation-by-2030,Bloomberg.com,Brazilian President Luiz Inacio Lula da Silva's ambitious pledge to end illegal deforestation of the Amazon rainforest by 2030 is going regional.,"Jul 20, 2023",2023-07-20
"BRICS currency not on August summit agenda, South African official says",https://www.reuters.com/world/brics-currency-not-august-summit-agenda-south-african-official-2023-07-20/,Reuters,"A BRICS currency will not be on the agenda of the bloc's summit in South Africa next month, but Brazil, Russia, India, China and South Africa will continue...","Jul 20, 2023",2023-07-20
Hedge Fund Is Raising $1 Billion to Buy Brazil Distressed Assets,https://www.bloomberg.com/news/articles/2023-07-20/hedge-fund-is-raising-1-billion-to-buy-brazil-distressed-assets,Bloomberg.com,"Jive Investments, Brazil's largest distressed-asset manager, is planning to raise as much as 5 billion reais ($1 billion) this year for a fund to capitalize...","Jul 20, 2023",2023-07-20
Flexible-Fuel Cars Taking Over the Streets of Brazil,https://www.bloomberg.com/news/videos/2023-07-20/flexible-fuel-cars-taking-over-the-streets-of-brazil-video,Bloomberg.com,"Flexible-fuel cars — powered by a mix of gasoline and ethanol — are very popular, affordable and locally made in Brazil. That's a problem for global auto...","Jul 20, 2023",2023-07-20
Brazil motor maker WEG posts Q2 net profit up 50%,https://www.reuters.com/business/autos-transportation/brazil-motor-maker-weg-posts-q2-net-profit-up-50-2023-07-19/,Reuters,"Brazilian motor maker WEG SA reported a 50% jump in net profit, saying that ""good demand"" in the main regions where it operates helped it post positive...","Jul 19, 2023",2023-07-19
Brazil's Beloved Sugar-Cane Cars Are Slowing EV Adoption,https://www.bloomberg.com/news/features/2023-07-19/why-brazil-is-falling-behind-in-the-electric-car-transition,Bloomberg.com,"Its flexible-fuel cars — powered by a mix of gasoline and ethanol — are popular, affordable and locally made. That's a problem for global auto giants...","Jul 19, 2023",2023-07-19
Brazil’s hydropower relieves European gas squeeze,https://www.reuters.com/business/energy/brazils-hydropower-relieves-european-gas-squeeze-kemp-2023-07-19/,Reuters,Brazil has increased hydroelectric generation to near-record rates in 2022 and 2023 – reducing the need to import liquefied natural gas (LNG) and freeing...,"Jul 19, 2023",2023-07-19
Hedge Fund SPX Offers Mea Culpa for Wrong-Way Brazil Bets,https://www.bloomberg.com/news/articles/2023-07-19/hedge-fund-spx-offers-mea-culpa-to-clients-for-poor-brazil-bets,Bloomberg,Brazilian hedge-fund behemoth SPX Capital apologized to holders of one of its funds after a badly timed bet on its home country eroded returns.,"Jul 19, 2023",2023-07-19
AXA fund to invest $49 million in Brazil reforestation projects,https://www.reuters.com/sustainability/axa-fund-invest-49-million-brazil-reforestation-projects-2023-07-18/,Reuters,An alternative investment vehicle controlled by French insurer AXA said on Tuesday it will inject $49 million into reforestation projects in Brazil led by...,"Jul 18, 2023",2023-07-18
"Brazil's Light elects business magnate Tanure, three others to board",https://www.reuters.com/business/energy/brazils-light-elects-business-magnate-tanure-three-more-members-board-2023-07-18/,Reuters,"Brazilian electricity distributor Light SA on Tuesday elected four new members to its board of directors, including Nelson Tanure, a business magnate linked...","Jul 18, 2023",2023-07-18
Brazil meat lobby says UK has used rules for chicken exporting plants,https://www.reuters.com/markets/commodities/brazil-meat-lobby-says-uk-has-used-rules-chicken-exporting-plants-2023-07-17/,Reuters,"SAO PAULO, July 17 (Reuters) - Brazilian meat lobby ABPA, which represents pork and poultry processors, said on Monday Britain had approved a ""pre-listing""...","Jul 17, 2023",2023-07-17
"Markets Are Wrong on Brazil Interest Rates, Greg Coffey’s Hedge Fund Says",https://www.bloomberg.com/news/articles/2023-07-17/greg-coffey-s-hedge-fund-says-markets-are-wrong-on-brazil-rates,Bloomberg,Macro trader Greg Coffey is betting there's room for Brazil's central bank to embark on a much more aggressive easing cycle when policymakers gather next...,"Jul 17, 2023",2023-07-17
"China to boost Brazil oil imports in Q3, replacing some Saudi supply - sources",https://www.reuters.com/markets/commodities/china-boost-brazil-oil-imports-q3-replacing-some-saudi-supply-sources-2023-07-17/,Reuters,"Chinese oil refineries, led by heavyweight Sinopec , are set to boost Brazilian crude imports in the third quarter to replace some of the Saudi Arabian...","Jul 17, 2023",2023-07-17
Fashion retailer H&M to launch in Brazil,https://www.reuters.com/business/retail-consumer/fashion-retailer-hm-launch-brazil-2023-07-17/,Reuters,"Fashion retailer H&M will launch stores and online trade in Brazil in 2025, the company said on Monday.","Jul 16, 2023",2023-07-16
Brazil's Light unveils proposal to restructure $2.3 billion of debt -filing,https://www.reuters.com/business/energy/brazils-light-unveils-proposal-restructure-23-billion-debt-filing-2023-07-15/,Reuters,"Rio de Janeiro-based electricity distributor Light SA has submitted a plan to restructure about 11 billion reais ($2.30 billion) of debt, according to a...","Jul 15, 2023",2023-07-15
Brazilian union sues JBS over alleged exploitation of chicken workers,https://www.reuters.com/business/retail-consumer/brazilian-union-sues-jbs-over-alleged-exploitation-chicken-workers-2023-07-14/,Reuters,"A Brazilian labor union has accused JBS SA of submitting dozens of workers to ""degrading conditions,"" according to a class action suit filed against the...","Jul 14, 2023",2023-07-14
BRF Said to Raise $1.1 Billion in Year’s Biggest Brazil Offering,https://www.bloomberg.com/news/articles/2023-07-13/brf-said-to-raise-1-1-billion-in-year-s-biggest-brazil-offering,Bloomberg,"BRF SA, Brazil's biggest poultry producer, has raised 5.4 billion reais ($1.1 billion) in a share offering that lured investors including Saudi Arabia's...","Jul 14, 2023",2023-07-14
Brazilian school awarded UNESCO stamp for efforts to protect the ocean,https://www.reuters.com/sustainability/brazilian-school-awarded-unesco-stamp-efforts-protect-ocean-2023-07-14/,Reuters,"RIO DE JANEIRO/BRASILIA, July 14 (Reuters) - A group of Brazilian school children gleefully remove pieces of plastic and trash on the sand of a Rio de...","Jul 14, 2023",2023-07-14
Brazil economic team supports interest rate cut of more than 25 basis points,https://www.reuters.com/markets/rates-bonds/brazils-haddad-sees-room-rate-cut-more-than-25bps-2023-07-13/,Reuters,"BRASILIA/RIO DE JANEIRO, July 13 (Reuters) - Leading members of Brazil's economic team said on Thursday they predict the central bank has room to cut its...","Jul 13, 2023",2023-07-13
"Golf Courses, Wave Pools and Gucci: Sao Paulo’s ‘Greenwich’ Has it All",https://www.bloomberg.com/features/2023-boa-vista-brazil-luxury-community/,Bloomberg,A Brazilian developer wants to make Boa Vista a one-stop shop for the country's ultra rich.,"Jul 12, 2023",2023-07-12
"Brazil's JBS reboots plans to list in New York, shares jump 8%",https://www.reuters.com/markets/us/brazils-jbs-reboots-plans-list-shares-new-york-2023-07-12/,Reuters,"JBS SA , the world's largest meat packer, on Wednesday proposed listing its shares in New York, hoping the move will bring its multiples closer to peers and...","Jul 12, 2023",2023-07-12
Americans Are Drinking More Orange Juice From Brazil Than Ever Before,https://www.bloomberg.com/news/articles/2023-07-11/americans-are-drinking-more-orange-juice-from-brazil-than-ever,Bloomberg,The US is buying a record amount of Brazilian orange juice to make up for lost production from Florida. Shipments from the South American country surged to a...,"Jul 11, 2023",2023-07-11
"Brazil likely registered deflation in June, adding to rate cut case",https://www.reuters.com/markets/rates-bonds/brazil-likely-registered-deflation-june-adding-rate-cut-case-2023-07-10/,Reuters,"July 10 (Reuters) - Brazil likely registered mild deflation in June in monthly terms from lower fuel costs and cheaper foodstuffs, adding to the case for a...","Jul 10, 2023",2023-07-10
"Colombia, Brazil presidents pledge cooperation to protect Amazon",https://www.reuters.com/business/environment/colombia-brazil-presidents-pledge-cooperation-protect-amazon-2023-07-08/,Reuters,"BOGOTA, July 8 (Reuters) - The presidents of Brazil and Colombia discussed regional coordination to fight deforestation and protect the world's largest and...","Jul 8, 2023",2023-07-08
Apartment building collapse kills 14 in Brazil,https://www.reuters.com/world/americas/apartment-building-collapse-kills-14-brazil-2023-07-08/,Reuters,"BRASILIA, July 8 (Reuters) - A residential building collapse in northeastern Brazil killed 14 people, civil defense officials said on Saturday,...","Jul 8, 2023",2023-07-08
Deforestation in Brazil's Amazon drops 34% in first half 2023,https://www.reuters.com/business/environment/deforestation-brazils-amazon-drops-34-first-half-2023-2023-07-06/,Reuters,"SAO PAULO, July 6 (Reuters) - Deforestation in Brazil's Amazon fell 34% in the first half of 2023, preliminary government data showed on Thursday,...","Jul 7, 2023",2023-07-07
At least eight dead after apartment building crumbles in Brazil,https://www.reuters.com/world/americas/rescuers-hunt-survivors-building-collapse-northeast-brazil-2023-07-07/,Reuters,"SAO PAULO, July 7 (Reuters) - An apartment building collapsed in northeastern Brazil on Friday, leaving at least eight people dead and five missing,...","Jul 7, 2023",2023-07-07
"Siemens Energy Wind Turbine Breaks in Brazil, Adding to Scrutiny",https://www.bloomberg.com/news/articles/2023-07-06/siemens-energy-wind-turbine-breaks-in-brazil-adding-to-scrutiny,Bloomberg,"Siemens Energy AG's wind turbine unit started an investigation into a broken blade on one of its turbines in Brazil, as the company faces scrutiny over...","Jul 6, 2023",2023-07-06
"The Worst Is Over for Capital Markets in Brazil, Itau Bankers Say",https://www.bloomberg.com/news/articles/2023-07-06/worst-is-over-for-capital-markets-in-brazil-itau-bankers-say,Bloomberg,"Banco Itau BBA SA, Brazil's top investment bank so far this year, expects the nation's capital markets to rebound in coming months after a weak first half.","Jul 6, 2023",2023-07-06
Rio government names anti-racism law after Vinicius Jr,https://www.reuters.com/world/americas/rio-government-names-anti-racism-law-after-vinicius-jr-2023-07-06/,Reuters,The Rio de Janeiro government named an anti-racism law after Real Madrid forward Vinicius Jr on Wednesday which will see sporting events stopped or suspended.,"Jul 5, 2023",2023-07-05
Lula Puts an Ally on Track to Lead the Central Bank He’s Fought,https://www.bloomberg.com/news/articles/2023-07-05/lula-puts-an-ally-on-track-to-lead-the-central-bank-he-s-fought,Bloomberg,"If President Luiz Inacio Lula da Silva gets his way, Gabriel Galipolo will be the next head of Brazil's central bank. For now, he will have to settle for...","Jul 5, 2023",2023-07-05
China automaker BYD to invest $620 million in Brazil industrial complex,https://www.reuters.com/business/autos-transportation/china-automaker-byd-invest-620-million-brazil-industrial-complex-2023-07-04/,Reuters,"Chinese automaker BYD on Tuesday said it will invest 3 billion reais ($620.17 million) in a new industrial complex in northeastern Brazil, as it aims to...","Jul 4, 2023",2023-07-04
"Lula says Mercosur eyeing fresh trade deals, increased regional commerce",https://www.reuters.com/world/americas/lula-says-mercosur-eyeing-fresh-trade-deals-increased-regional-commerce-2023-07-04/,Reuters,"Brazilian President Luiz Inacio Lula da Silva said on Tuesday he wants the Mercosur trade bloc to advance in talks for deals with Canada, South Korea and...","Jul 4, 2023",2023-07-04
Brazil soccer star Neymar fined $3.5 million for environmental offense,https://www.reuters.com/world/americas/brazil-soccer-star-neymar-fined-35-mln-environmental-offense-2023-07-03/,Reuters,"RIO DE JANEIRO, July 3 (Reuters) - Brazilian authorities said on Monday that soccer star Neymar was fined 16 million reais ($3.33 million) for breaching...","Jul 4, 2023",2023-07-04
Brazil offers tax advantages via e-commerce compliance program,https://www.reuters.com/business/retail-consumer/brazil-offers-tax-advantages-via-e-commerce-compliance-program-2023-06-30/,Reuters,"BRASILIA, June 30 (Reuters) - Brazil's Finance Ministry will exempt companies participating in a new tax compliance program from paying federal taxes on...","Jun 30, 2023",2023-06-30
"Power grids not yet ready for 'flying cars', says Brazil's Eve",https://www.reuters.com/business/autos-transportation/power-grids-not-yet-ready-flying-cars-says-brazils-eve-2023-06-30/,Reuters,"Power grids around the world are not yet ready for the so-called flying car, an executive with Brazilian start-up Eve Air Mobility told Reuters,...","Jun 30, 2023",2023-06-30
All eyes in Brazil on Michelle Bolsonaro as her husband's career implodes,https://www.reuters.com/world/americas/bolsonaro-eyes-2026-candidacy-his-wife-his-political-future-evaporates-2023-06-30/,Reuters,"RIO DE JANEIRO, June 30 (Reuters) - Former Brazilian President Jair Bolsonaro's hopes of reclaiming the presidency in 2026 may be over.","Jun 30, 2023",2023-06-30
Bolsonaro barred from holding public office in Brazil until 2030,https://www.reuters.com/world/americas/political-career-brazils-bolsonaro-dangles-by-thread-electoral-trial-nears-end-2023-06-30/,Reuters,"BRASILIA, June 30 (Reuters) - Former Brazilian President Jair Bolsonaro's political career was in tatters on Friday as Brazil's federal electoral court...","Jun 30, 2023",2023-06-30
Billionaire-Owned Brazilian Chemical Producer Mulls Mexico Sale,https://www.bloomberg.com/news/articles/2023-06-29/billionaire-brazil-family-s-chemical-producer-mulls-mexico-sale,Bloomberg,"Unigel Participacoes, the Brazilian fertilizer-maker owned by the billionaire Slezynger family, is mulling an asset sale in Mexico to raise cash amid a...","Jun 29, 2023",2023-06-29
How a Prison Gang Inspired by Hollywood Heists Stole $23 Million,https://www.bloomberg.com/news/features/2023-06-29/brazil-s-bank-robbing-pcc-gang-is-in-expansion-mode,Bloomberg,"In meticulously planned bank-robbing operations, Brazil's PCC has emerged as almost a parallel state—and an alarming expansion into cocaine trafficking has...","Jun 29, 2023",2023-06-29
"With Plenty of Clean Energy, Brazil Aims for Green Hydrogen Export Market",https://www.bloomberg.com/news/features/2023-06-29/brazil-aims-for-green-hydrogen-market-fueled-by-wind-energy,Bloomberg,"Brazil has cheap wind power and a prime location to do business with Europe, but the federal government has not set up a national green hydrogen plan.","Jun 29, 2023",2023-06-29
Private Jet Boom Prompts Brazil’s Catarina to Double Hangar Area,https://www.bloomberg.com/news/articles/2023-06-28/private-jet-boom-prompts-brazil-s-catarina-to-double-hangar-area,Bloomberg.com,"About 100 planes are based at Brazil's only privately owned airport, which has a runway long enough to handle the biggest executive jets.","Jun 28, 2023",2023-06-28
Brazil census shows population growth at its slowest since 1872,https://www.reuters.com/world/americas/brazil-census-shows-population-growth-its-slowest-since-1872-2023-06-28/,Reuters,"SAO PAULO, June 28 (Reuters) - Brazil's annual population growth slowed over the past decade to its lowest since records began 150 years ago, the government...","Jun 28, 2023",2023-06-28
Lula Risks a Big Loss in the Amazon,https://www.bloomberg.com/opinion/articles/2023-06-28/brazil-s-lula-risks-suffering-a-big-loss-in-the-amazon,Bloomberg,"Fifteen years ago in May, Brazilian President Luiz Inácio Lula da Silva's environment minister, Marina Silva, resigned. A champion of the environmental...","Jun 28, 2023",2023-06-28
Visa $1 billion buyout of Brazil's Pismo eases fintech M&A slowdown,https://www.reuters.com/markets/deals/visa-acquire-brazilian-fintech-pismo-1-billion-cash-2023-06-28/,Reuters,"Payments giant Visa Inc on Wednesday agreed to acquire Brazilian fintech platform Pismo for $1 billion in cash to expand its footprint in Latin America,...","Jun 28, 2023",2023-06-28
Brazil inflation slows as central bank foresees August rate cut,https://www.reuters.com/markets/brazil-inflation-slows-down-cbank-foresees-august-rate-cut-2023-06-27/,Reuters,"SAO PAULO, June 27 (Reuters) - Annual inflation in Brazil slowed further in early June, hitting its lowest in nearly three years as the central bank...","Jun 27, 2023",2023-06-27
"Google aims to avoid 'perverse' regulation in Brazil, says executive",https://www.reuters.com/technology/google-aims-avoid-perverse-regulation-brazil-says-executive-2023-06-27/,Reuters,"SAO PAULO, June 27 (Reuters) - The top executive of Google Brazil said on Tuesday the company encourages greater dialogue around regulating digital...","Jun 27, 2023",2023-06-27
"Brazilian President Lula’s Latest Gaffe Is Criticizing Food He Got in Italy, France",https://www.bloomberg.com/news/articles/2023-06-27/lula-complains-about-the-food-served-to-him-in-italy-and-france,Bloomberg,"Brazil President Luiz Inacio Lula da Silva complained about the food he was served by his counterparts in Italy and France last week, criticizing the quality...","Jun 27, 2023",2023-06-27
Tropical forest losses rise in 2022 despite pledge to end them,https://www.reuters.com/business/environment/tropical-forest-losses-rise-2022-despite-pledge-end-them-2023-06-27/,Reuters,"The world lost an area of old-growth tropical rainforest the size of Switzerland last year, as deforestation of the Brazilian Amazon continued unabated.","Jun 26, 2023",2023-06-26
Skittish Traders Push Brazil Distressed Debt Pile to $12 Billion,https://www.bloomberg.com/news/articles/2023-06-23/skittish-traders-push-brazil-distressed-debt-pile-to-12-billion,Bloomberg,"Investors have only grown more anxious about Brazilian bonds in the five months since retailer Americanas SA's swift and historic collapse,...","Jun 23, 2023",2023-06-23
Brazil's Lula says EU should 'give up' protectionism to reach Mercosur deal,https://www.reuters.com/world/brazils-lula-says-eu-should-give-up-protectionism-reach-mercosur-deal-2023-06-22/,Reuters,June 22 (Reuters) - Brazil's President Luiz Inacio Lula da Silva said on Thursday the European Union should stop adopting a protectionist stance if it wants...,"Jun 22, 2023",2023-06-22
"Rich nations must pay for historic environmental damage, says Brazil's Lula",https://www.reuters.com/sustainability/rich-nations-must-pay-historic-environmental-damage-says-brazils-lula-2023-06-22/,Reuters,"Brazilian President Luiz Inacio Lula da Silva on Thursday said richer nations with their ""historic debt"" to the planet should foot the bill for...","Jun 22, 2023",2023-06-22
"Brazil's Americanas rushes to produce new financials, strike deal with debt holders",https://www.reuters.com/business/retail-consumer/brazils-americanas-rushes-produce-new-financials-strike-deal-with-debt-holders-2023-06-22/,Reuters,Brazilian retailer Americanas SA is scrambling to finalize its fourth-quarter income statement even as it redoubles efforts to get creditors on side for a...,"Jun 22, 2023",2023-06-22
Brazil seizes world's biggest illegal shark fin consignment,https://www.reuters.com/world/americas/brazil-seizes-worlds-biggest-illegal-shark-fin-consignment-2023-06-19/,Reuters,"SAO PAULO, June 19 (Reuters) - Brazilian authorities said on Monday they had seized 28.7 metric tonnes of illegally obtained shark fins that would be...","Jun 21, 2023",2023-06-21
Brazil's Embraer returns to China with deal for freight conversions,https://www.reuters.com/business/aerospace-defense/brazils-embraer-returns-china-with-deal-freight-conversions-2023-06-21/,Reuters,Brazilian planemaker Embraer is returning to China with a deal to convert passenger jets into freight aircraft with a local partner in the northwestern city...,"Jun 21, 2023",2023-06-21
Exclusive: Gerald Group's 'tin concentrate' bought in Brazil revealed to be sand,https://www.reuters.com/markets/commodities/gerald-groups-tin-concentrate-bought-brazil-revealed-be-sand-2023-06-21/,Reuters,"LONDON, June 21 (Reuters) - Gerald Group, one of the world's largest metals traders, bought cargoes in Brazil that were meant to contain at least 1,250...","Jun 21, 2023",2023-06-21
"Brazil's Lula discusses peace, poverty and inequality with pope",https://www.reuters.com/world/brazils-lula-discusses-peace-poverty-inequality-with-pope-2023-06-21/,Reuters,"VATICAN CITY, June 21 (Reuters) - Pope Francis met Brazilian President Luiz Inacio Lula da Silva on Wednesday and discussed a range of common concerns...","Jun 21, 2023",2023-06-21
Brazil Said to Consider ESG Bond Debut as Soon as September,https://www.bloomberg.com/news/articles/2023-06-21/brazil-said-to-consider-esg-bond-debut-as-soon-as-september,Bloomberg.com,"Brazil is considering selling its first-ever sustainable bond as soon as September, according to a person familiar with the matter.","Jun 21, 2023",2023-06-21
Goldman Said to Cut Oncoclinicas Stake in $187 Million Offering,https://www.bloomberg.com/news/articles/2023-06-20/goldman-said-to-cut-oncoclinicas-stake-in-187-million-offering,Bloomberg.com,Oncoclinicas do Brasil Servicos Medicos SA raised about 897 million reais ($187 million) in a share offer that had Goldman Sachs Group Inc. further trimming...,"Jun 21, 2023",2023-06-21
Man fatally stabs police officer outside Brazilian embassy in Tunis,https://www.reuters.com/world/africa/man-stabs-police-officer-outside-brazilian-embassy-tunis-2023-06-19/,Reuters,"TUNIS, June 19 (Reuters) - A man fatally stabbed a policeman on duty outside the Brazilian embassy in Tunis on Monday before police shot the attacker in the...","Jun 19, 2023",2023-06-19
At least one dead after school shooting in southern Brazil,https://www.reuters.com/world/americas/least-one-dead-after-school-shooting-southern-brazil-2023-06-19/,Reuters,"SAO PAULO/RIO DE JANEIRO, June 19 (Reuters) - At least one student has died after a school shooting in Brazil's southern city of Cambe on Monday,...","Jun 19, 2023",2023-06-19
President Lula to invite Pope Francis to Brazilian Catholic festival,https://www.reuters.com/world/americas/president-lula-invite-pope-francis-brazilian-catholic-festival-2023-06-17/,Reuters,"SAO PAULO, June 17 (Reuters) - Brazilian President Luiz Inacio Lula da Silva said on Saturday that he will invite Pope Francis to visit the Catholic...","Jun 17, 2023",2023-06-17
"Cyclone leaves 11 dead, 20 missing in southern Brazil",https://www.reuters.com/world/americas/cyclone-leaves-11-dead-20-missing-southern-brazil-2023-06-17/,Reuters,"SAO PAULO, June 17 (Reuters) - At least 11 people have been killed in Brazil's southern state of Rio Grande do Sul after an extra-tropical cyclone struck...","Jun 17, 2023",2023-06-17
Cargill enters dispute for Brazil soy crusher's assets,https://www.reuters.com/markets/deals/cargill-enters-dispute-brazil-soy-crushers-assets-2023-06-16/,Reuters,"The Brazilian unit of U.S. grains merchant Cargill has asked a bankruptcy court to halt the auction of two plants owned by soy crusher Imcopa, scheduled for...","Jun 16, 2023",2023-06-16
Coffee research group progresses on naturally decaffeinated varieties,https://www.reuters.com/business/retail-consumer/coffee-research-group-progresses-naturally-decaffeinated-varieties-2023-06-16/,Reuters,A Brazilian coffee research institute has started a decisive stage in a two-decade project to develop arabica coffee varieties that are naturally...,"Jun 16, 2023",2023-06-16
Brazil's Localiza launches $935.5 mln share offering to expand fleet,https://www.reuters.com/business/autos-transportation/brazils-localiza-launches-9355-mln-share-offering-expand-fleet-2023-06-16/,Reuters,Brazilian car rental company Localiza said on Friday it will launch a follow-on share offering aimed at raising as much as 4.5 billion reais ($935.51...,"Jun 16, 2023",2023-06-16
"Brazil central bank to keep rates steady on June 21, cuts coming soon",https://www.reuters.com/markets/rates-bonds/brazil-cbank-keep-rates-steady-june-21-cuts-coming-soon-2023-06-16/,Reuters,"SAO PAULO/BUENOS AIRES, June 16 (Reuters) - Brazil's central bank is set to keep its key interest rate unchanged on Wednesday for the last time in a policy...","Jun 16, 2023",2023-06-16
Brazil’s Economy Is Even Better Than It Looks,https://www.bloomberg.com/opinion/articles/2023-06-15/brazil-s-economy-is-even-better-than-it-looks,Bloomberg.com,"Rising trade, receding inflation and a more constructive political environment are all favorable conditions for growth.","Jun 15, 2023",2023-06-15
"Fidelity, Hedge Funds Buy Brazil Stocks as Rates Outlook Brightens",https://www.bloomberg.com/news/articles/2023-06-14/fidelity-and-hedge-funds-buy-brazil-stocks-as-outlook-brightens,Bloomberg.com,Investors are buying the dip in Brazil's stock market as the nation's hyper-aggressive central bank warms to the idea of easing painfully high interest...,"Jun 14, 2023",2023-06-14
